doc_id,source_id,source,model,label_aktual_str,prediksi_str,jenis_kesalahan,prob_AI,cuplikan_teks,text
news-1102-ai,1102,id_newspapers_2018,gpt-3.5-turbo,AI,AI,benar,0.9984,"Kabar buruk untuk para penggemar sepakbola di seluruh dunia, terutama yang mendukung Timnas Prancis, karena Paul Pogba mengindikasikan bahwa ia tidak yakin bisa","Kabar buruk untuk para penggemar sepakbola di seluruh dunia, terutama yang mendukung Timnas Prancis, karena Paul Pogba mengindikasikan bahwa ia tidak yakin bisa tampil lagi di Piala Dunia 2018. Pogba mengalami cedera ketika beruji coba melawan Timnas Italia pada Kamis (31/5) lalu. Dalam waktu kurang dari 10 menit pertandingan dimulai, pemain Manchester United tersebut tampak mengalami rasa sakit di bagian pahanya. Ia kemudian digantikan oleh Nabil Fekir. Setelah pertandingan, Pogba tampak kecewa dan tidak yakin bisa memperkuat Timnas Prancis di Piala Dunia. Ia pun mendapatkan perawatan khusus dari tim medis Timnas Prancis, termasuk melakukan pemeriksaan MRI. Pengumuman resmi mengenai kondisi cedera Pogba belum dilakukan oleh Timnas Prancis, namun bintang Manchester United tersebut optimis bisa pulih dan kembali bermain di Liga Inggris musim depan. Meskipun begitu, banyak pengamat sepakbola yang khawatir dengan kondisi Pogba. Pasalnya, cedera yang dialaminya kemungkinan cukup serius sehingga mengancam kesempatan untuk bermain di Piala Dunia. Jika Pogba harus absen, tentu akan menjadi pukulan berat bagi Timnas Prancis. Pogba adalah salah satu pemain kunci yang diandalkan oleh pelatih Didier Deschamps dalam turnamen empat tahunan tersebut. Selain Pogba, ada beberapa pemain lain yang juga mengalami cedera dan masih meragukan bisa tampil di Piala Dunia, seperti Thomas Lemar, Djibril Sidibe, dan Djibril Sidibe. Namun, meskipun mengalami cedera, para pemain masih berupaya untuk pulih secepat mungkin dan bisa bermain di Piala Dunia. Mereka sadar betul pentingnya turnamen tersebut dan memburu impian untuk menjadi juara dunia. Sementara itu, para penggemar Timnas Prancis masih berharap bahwa Pogba bisa pulih dan tampil memperkuat tim. Pogba merupakan sosok yang memiliki bakat dan kualitas bagus dalam permainan, ia juga menjadi andalan tim Man United. Terlepas dari kekhawatiran tersebut, Timnas Prancis masih menjadi salah satu tim unggulan dalam Piala Dunia 2018. Mereka memiliki pemain-pemain berkualitas seperti Antoine Griezmann, Kylian Mbappe, dan Olivier Giroud. Kini, kita tinggal menunggu kabar resmi dari Timnas Prancis tentang kondisi cedera Pogba dan para pemain lainnya. Semoga para pemain bisa pulih dengan cepat dan bisa tampil di Piala Dunia. Penulis: Bella Sari"
news-1103-human,1103,id_newspapers_2018,,manusia,manusia,benar,0.0011,"Indeks Harga Saham Gabungan (IHSG) awal pekan ini, Senin (25/6) akan bergantung pada pergerakan nilai tukar rupiah dan data neraca perdagangan Mei 2018. Analis ","Indeks Harga Saham Gabungan (IHSG) awal pekan ini, Senin (25/6) akan bergantung pada pergerakan nilai tukar rupiah dan data neraca perdagangan Mei 2018. Analis Danareksa Sekuritas Lucky Bayu Purnomo mengungkapkan laju IHSG sebenarnya masih sulit untuk bangkit karena rupiah berada di area Rp14 ribu per dolar AS, sedangkan neraca perdagangan beberapa bulan terakhir terus defisit. ""Lalu asing juga masih banyak keluar, Dow Jones juga di bawah rata-rata,"" ungkap Lucky kepada, Senin (25/6). Badan Pusat Statistik (BPS) mencatat pada April 2018 neraca perdagangan defisit sebesar US$1,63 miliar, atau berbanding terbalik dengan April 2017 yang tercatat surplus sebesar US$1,09 miliar. Sementara itu, total dana asing yang keluar sejak awal tahun hingga Jumat (22/6) mencapai 47,28 triliun. Kemudian, bila dilihat sepanjang pekan lalu jumlah dana asing yang keluar sebesar Rp3,84 triliun. ""Pelaku pasar juga menanti keputusan Bank Indonesia (BI) terkait suku bunga acuan,"" sambung Lucky. Dengan berbagai sentimen negatif tersebut, Lucky memprediksi IHSG hanya bergerak dalam rentang support 5.810 dan resistance 5.832. Senada, Kepala Riset MNC Sekuritas Edwin Sebayang menuturkan penentuan suku bunga acuan BI akan menjadi salah satu sentimen utama untuk pergerakan IHSG. ""BI saya perkirakan menaikkan suku bunga acuan sampai 5,5 basis poin hingga akhir 2018,"" ucap Edwin. Bila BI benar-benar menaikkan suku bunga acuannya, maka akan berdampak negatif bagi potensi pertumbuhan ekonomi dan kinerja keuangan emiten. ""Akibatnya karena pelaku pasar tahu suku bunga acuan akan naik cukup agresif, sehingga mereka melakukan aksi jual,"" jelas Edwin, Hari ini, Edwin menilai IHSG masih betah di area 5.800. Lebih tepatnya, indeks diramalkan berada dalam rentang support 5.868 dan resistance 5.857. Pada perdagangan pekan lalu, BEI mencatat IHSG anjlok 2,87 persen menjadi 5.821 dari 5.993. Hal tersebut membuat nilai kapitaslisasi pasar BEI terkoreksi 2,71 persen. Di sisi lain, bursa saham Wall Street bergerak bervariasi pada akhir pekan lalu. Dow Jones dan S&P500 tercatat menguat tipis sebesar 0,49 persen dan 0,19 persen, sedangkan Nasdaq Composite turun 0,26 persen."
news-1103-ai,1103,id_newspapers_2018,gpt-3.5-turbo,AI,AI,benar,0.9393,"Indeks Harga Saham Gabungan (IHSG) pada hari Selasa, 30 Maret 2021, bergerak naik 0,44 persen ke level 6.039 karena adanya dukungan dari neraca perdagangan sert","Indeks Harga Saham Gabungan (IHSG) pada hari Selasa, 30 Maret 2021, bergerak naik 0,44 persen ke level 6.039 karena adanya dukungan dari neraca perdagangan serta pertumbuhan nilai tukar rupiah yang positif. Data neraca perdagangan Indonesia hingga Februari 2021, menunjukkan surplus sebesar US$ 1,97 miliar atau naik 363,94 persen dibandingkan deficit US$ 284,1 juta pada periode yang sama tahun lalu. Dalam beberapa bulan terakhir, pemerintah dan Bank Indonesia (BI) memperkuat upaya membawa neraca perdagangan Indonesia kembali ke zona surplus. Kebijakan mengendalikan impor barang-luar negeri serta dukungan eksportir lokal, seperti peningkatan kualitas dan diversifikasi bahan baku, membantu mendorong surplus neraca perdagangan tersebut. Pertumbuhan nilai tukar rupiah juga turut mendukung, mengingat Indonesia merupakan negara importir netto sehingga pelemahan rupiah memperburuk neraca perdagangan. Teddy Halim, Kepala Riset Mirae Asset Sekuritas, menjelaskan jika surplus neraca perdagangan tersebut bisa turut menguatkan nilai tukar rupiah. ""Kita berharap, apabila neraca perdagangan dan kepercayaan investor terus membaik, maka nilai tukar rupiah yang lebih menguat enak dilihat bagi investor,"" tuturnya. Peningkatan nilai tukar rupiah ini juga memberi sentimen positif bagi IHSG, mengingat banyak saham perusahaan di bursa efek Indonesia yang memiliki sumber daya dalam negeri dan berdenominasi dalam rupiah. Pelemahan rupiah pada akhirnya akan memberi tekanan bagi perusahaan yang memiliki utang dalam mata uang asing. Oleh karena itu, peningkatan nilai tukar rupiah dilihat berpotensi membawa keuntungan bagi perusahaan. Selain itu, penurunan kasus Covid-19 di Indonesia juga menjadi faktor pendukung pergerakan IHSG. Pada bulan-bulan lalu, penyebaran Covid-19 di Indonesia menjadi salah satu penyebab tekanan penurunan IHSG, dikarenakan investor khawatir akan dampak pandemi terhadap pertumbuhan ekonomi. Namun, seiring dengan adanya vaksinasi massal dan kebijakan-kebijakan penanganan pandemi yang dilakukan oleh pemerintah, jumlah kasus Covid-19 di Indonesia yang tertular semakin berkurang. Hal ini membawa sentimen positif bagi IHSG, mengingat pasar global juga mengalami kenaikan seperti Dow Jones dan S&P 500 di Amerika Serikat yang mencapai rekor tertinggi. Secara keseluruhan, para ahli pasar saham menilai pergerakan IHSG selama beberapa hari terakhir tidak lepas dari sentimen yang terjadi baik di dalam negeri maupun dunia. Meskipun masih ada tantangan di masa depan, tetapi kesuksesan strategi penanganan pandemi, perkembangan nilai tukar rupiah dan surplus neraca perdagangan diharapkan bisa membawa dampak positif bagi IHSG ke depannya."
news-1104-human,1104,id_newspapers_2018,,manusia,manusia,benar,0.0009,"Terdakwa kasus terorisme Aman Abdurrahman telah divonis hukuman mati oleh majelis hakim dalam persidangan di Pengadilan Negeri Jakarta Selatan, Jumat (22/6/2018","Terdakwa kasus terorisme Aman Abdurrahman telah divonis hukuman mati oleh majelis hakim dalam persidangan di Pengadilan Negeri Jakarta Selatan, Jumat (22/6/2018). Aman dinilai telah terbukti secara sah dan meyakinkan melakukan tindak pidana terorisme dengan menggerakkan orang lain melakukan aksi teror. Aman melanggar Pasal 14 juncto Pasal 6 Perppu Nomor 1 Tahun 2002 yang telah ditetapkan menjadi UU Nomor 15 Tahun 2003 tentang Pemberantasan Tindak Pidana Terorisme sebagaimana dakwaan kesatu primer. Dia juga dinilai melanggar Pasal 14 juncto Pasal 7 undang-undang yang sama sebagaimana dakwaan kedua primer. ""Menjatuhkan pidana kepada terdakwa Oman Rochman alias Aman Abdurrahman alias Abu Sulaiman dengan pidana mati,"" kata Hakim Ketua Akhmad Jaini membacakan surat putusan. 7 hal yang memberatkan hukuman Majelis hakim mempertimbangkan tujuh hal yang memberatkan vonis terhadap Aman. Tujuh hal tersebut adalah: 1. Aman merupakan residivis kasus terorisme. /KRISTIANTO PURNOMO 2. Aman adalah penggagas, pembentuk, dan pendiri Jamaah Anshorut Daulah, organisasi yang menentang Negara Kesatuan Republik Indonesia yang dianggapnya kafir dan harus diperangi. 3. Aman adalah penganjur, penggerak kepada pengikutnya untuk melakukan jihad, amaliyah teror, melalui dalil-dalilnya sehingga menimbulkan banyak korban aparat. 4. Perbuatan Aman telah mengakibatkan banyak korban meninggal dan korban luka berat. 5. Perbuatan Aman telah membuat anak meninggal dan terluka. 6. Pemahaman Aman tentang syirik demokrasi yang diunggah di laman Millah Ibrahim dapat diakses secara bebas sehingga dapat memengaruhi banyak orang. 7. Perbuatan Aman merugikan negara. Sementara itu, majelis hakim tidak menemukan hal-hal yang dapat meringankan hukuman Aman. /KRISTIANTO PURNOMO Majelis hakim menyebut Aman harus ikut bertanggung jawab karena ajarannya telah memengaruhi para simpatisannya untuk melakukan aksi teror. Sujud syukur Aman Abdurrahman langsung bersujud seusai Hakim Ketua Akhmad Jaini membacakan vonis mati terhadap dirinya. Dia langsung bersujud sebelum Jaini selesai membacakan putusan. Belasan polisi bersenjata yang mulanya berdiri di samping kiri dan kanan ruangan langsung maju dan mengelilingi Aman. /KRISTIANTO PURNOMO Kuasa hukum Aman, Asludin Hatjani, mengatakan, sebelum persidangan digelar, Aman telah menyatakan akan bersujud syukur jika majelis hakim menjatuhkan hukuman mati kepadanya. ""Sebelum divonis malah dia ngomong, itu yang dia lakukan tadi. 'Saya divonis mati, saya sujud syukur'. Tadi dia langsung sujud syukur tadi,"" ujar Asludin. Aman, kata Asludin, tidak menyampaikan alasan mengapa hal tersebut dia lakukan. Menolak banding Aman menolak mengajukan banding atas vonis mati terhadap dirinya. ""Saya tidak ada banding,"" ujar Aman singkat seusai majelis hakim membacakan putusan. Sementara itu, pihak kuasa hukum menyatakan masih pikir-pikir atas vonis tersebut. Majelis hakim memberikan waktu 7 hari untuk memutuskan upaya hukum atas putusan vonis tersebut. Menurut Asludin, kliennya menolak mengajukan banding karena tidak mengakui adanya peradilan di Indonesia. ""Kalau ustaz Aman sendiri karena dia tidak mengakui adanya negara, karena dia mengakui adanya khilafah, maka dia berlepas diri terhadap ini, maka dia menolak,"" ucap Asludin. Aman, kata Asludin, memberikan tanda dengan mengangkat tangannya agar kuasa hukum tidak mengajukan upaya hukum lagi. /NURSITA SARI Namun, Asludin dan kuasa hukum lainnya akan berkomunikasi dengan Aman untuk melakukan upaya hukum terhadap vonis tersebut. Asludin keberatan dengan pertimbangan hakim yang mengatakan Aman merupakan penggerak jihad dan teror. Dia menilai hakim terlalu memaksakan alasan tersebut dijadikan sebagai pertimbangan untuk menjatuhkan vonis mati kepada Aman. Tim jaksa penuntut umum juga masih pikir-pikir apakah akan banding atau tidak. Jaksa juga masih menunggu keputusan Aman dan tim kuasa hukumnya. Jaksa akan menyiapkan kontra memori banding apabila Aman dan tim kuasa hukumnya mengajukan banding atas vonis hukuman mati dari majelis hakim. /Akbar Bhayu Tamtomo"
news-1104-ai,1104,id_newspapers_2018,gpt-3.5-turbo,AI,AI,benar,0.9953,"Aman Abdurrahman, terpidana kasus terorisme dan mantan pimpinan Jamaah Ansharut Daulah (JAD), disambut dengan sujud syukur setelah vonis mati yang dijatuhkan at","Aman Abdurrahman, terpidana kasus terorisme dan mantan pimpinan Jamaah Ansharut Daulah (JAD), disambut dengan sujud syukur setelah vonis mati yang dijatuhkan atas kasus pengeboman Polresta Surabaya dan Gereja Santa Maria Tak Bercela, Sidoarjo. Putusan ini diambil oleh Majelis Hakim pada Pengadilan Negeri Jakarta Timur pada Jumat (31/8) kemarin. Selain Aman Abdurrahman, ada pula satu terdakwa lain yang didepak hukuman seumur hidup yakni Hasanudin alias Abu Fatih. Aman Abdurrahman yang dikenal sebagai salah satu tokoh radikal Islam di Indonesia selama ini, tak menampik dengan tindakan makar dan pengeboman yang dilakukan oleh kelompok yang dia pimpin. Ia menduga bahwa tindakannya tersebut dilakukan sejalan dengan ajaran Islam untuk memberantas kekuasaan kafir dan para pengikutnya. Namun, putusan mati terhadap Aman Abdurrahman belum bisa dipastikan akan segera dilaksanakan. Pasalnya, dia memiliki hak untuk mengajukan banding atas keputusan yang diambil oleh Majelis Hakim. Jika hal itu terjadi, maka putusan tersebut akan diputuskan oleh Mahkamah Agung. Gedung pengadilan yang berada di dekat Gedung KPK, Kelapa Gading, Jakarta Utara itu tampak ramai oleh pengunjung yang bukan hanya dari keluarga terdakwa saja, tetapi juga aktivis kelompok radikal yang turut hadir untuk memberikan dukungan. Selain itu dalam sidang pada Jumat kemarin sempat terjadi ketegangan antara seorang pemuda yang mengibarkan bendera bertuliskan ""Tetaplah Berjuang Ustadz Aman Abdurrahman"" dan petugas keamanan yang sedang bertugas menjaga sidang. Banyaknya terdakwa yang dijatuhi vonis mati setiap tahun membuat kritikan dari beberapa pihak terhadap hukuman mati ternyata tidak mempengaruhi banyaknya kasus yang menyangkut ranah kekerasan dan terorisme di Indonesia. Pemerintah pun didesak untuk meningkatkan pencegahan terorisme dengan menerapkan pendekatan yang lebih efektif terhadap efek radikalisme. ""Itu sangat disayangkan karena seharusnya kita bisa menanamkan nilai-nilai yang lebih penting bagi anak bangsa, bukan menggugurkan nyawa sesama anak bangsa,"" kata Koordinator Kontras Indonesia, Sri Supriati, Senin (3/9). Namun, pengadilan yang stabil dan independen akan menjadi kekuatan utama dalam penyelesaian kasus terorisme di Indonesia, memberikan sanksi yang tepat dan menjadi penyokong bagi pencegahan terorisme di tanah air. Satu hal yang pasti, Indonesia saat ini, sudah memasuki ""era baru"" dalam pemberantasan terorisme. Hal ini mengandung arti bahwa semua pihak yang terlibat dalam masalah keamanan harus memiliki komitmen dan tekad untuk mencegah kejahatan terorisme sehingga keamanan dan ketertiban Indonesia dapat terjaga dengan baik."
news-1105-human,1105,id_newspapers_2018,,manusia,manusia,benar,0.011,Usia 40 tahun disebut sebagai waktu transisi dari dewasa muda ke usia paruh baya. Usia ini juga memiliki banyak risiko kondisi kesehatan sehingga perlu mengawas,"Usia 40 tahun disebut sebagai waktu transisi dari dewasa muda ke usia paruh baya. Usia ini juga memiliki banyak risiko kondisi kesehatan sehingga perlu mengawasi gaya hidup dengan cara yang lebih serius. Seperti yang dikutip dari Indian Expres s, Senin (25/6), para ahli mencatatkan beberapa hal yang harus diperhatikan ketika anda mencapai usia 40 tahun. Jelajahi sejarah keluarga Catatan tiga generasi sebelumnya bisa memberikan informasi penyakit apa saja yang berisiko dalam kesehatan seseorang. Ini akan membantu dalam merekomendasikan tindakan pencegahan risiko kondisi seperti serangan jantung, strok, dan berbagai jenis kanker. Periksa asupan garam Terlalu banyak garam dalam makanan berdampak negatif terhadap tekanan darah karena menahan air di dalam tubuh. Hal ini bisa menekan jantung, ginjal, arteri dan otak. Ketahui angka penting Anda Penting untuk tetap memeriksa tingkat tekanan darah, kolesterol, gula darah, dan trigliserida. Begitu juga ukur lingkar pinggang, indeks massa tubuh, dan juga berat badan. Nilai dan angka yang tidak seseuai akan menimbulkan risiko penyakit jantung, diabetes dan kanker. Berjalan lebih cepat Berjalan 45 menit setiap hari tidak hanya akan meremajakan Anda, tetapi akan menjaga tingkat metabolisme tetap tinggi, membakar kalori dan menjaga berat badan."
news-1105-ai,1105,id_newspapers_2018,gpt-3.5-turbo,AI,AI,benar,0.9998,"Memasuki usia 40 tahun, kesehatan menjadi hal yang semakin penting untuk diperhatikan. Ada beberapa kebiasaan sehat yang harus dilakukan untuk menjaga kesehatan","Memasuki usia 40 tahun, kesehatan menjadi hal yang semakin penting untuk diperhatikan. Ada beberapa kebiasaan sehat yang harus dilakukan untuk menjaga kesehatan dan menghindari penyakit yang dapat memperburuk kondisi. Menjaga Kesehatan Gigi dan Mulut Sudah menjadi hal yang umum bahwa menjaga kesehatan gigi dan mulut adalah hal penting. Namun, setelah usia 40 tahun, efek dari kekurangan perawatan gigi dan mulut dapat mengakibatkan kondisi yang lebih buruk. Untuk itu, menjaga kebersihan mulut setiap hari dengan rajin menggosok gigi, membersihkan lidah, dan menggunakan benang gigi sangat penting. Selain itu, jangan lupa untuk memeriksakan gigi ke dokter gigi setidaknya dua kali setahun. Melakukan Olahraga Rutin Olahraga dapat membantu melawan obesitas dan penyakit jantung. Hal ini sangat berdampak pada seseorang usia 40 tahun ke atas karena risiko penyakit jantung dan obesitas semakin tinggi. Cobalah untuk melakukan olahraga ringan seperti jalan santai, berenang, atau yoga. Olahraga secara teratur memberikan manfaat besar bagi tubuh dengan meningkatkan kekuatan jantung, melancarkan sirkulasi darah, dan membakar kalori. Makan Makanan Sehat Setelah usia 40 tahun, kita harus lebih memperhatikan apa yang kita makan. Sebaiknya, kurangi makanan yang mengandung banyak gula dan lemak jahat, dan lebih banyak makan sayur dan buah-buahan segar. Penting juga untuk mengonsumsi makanan yang diperkaya dengan serat, seperti biji-bijian, kacang-kacangan, dan biji-bijian, karena dapat membantu mengurangi risiko penyakit jantung dan diabetes. Tingkatkan Kualitas Tidur Setelah mencapai usia 40 tahun, tidur yang berkualitas sangat penting untuk menjaga kesehatan kita. Tingkatkan waktu tidur dan tidur pada waktu yang sangat diprioritaskan. Cobalah untuk membuat jadwal di mana Anda tidur pada jam yang sama setiap malam, sehingga tubuh Anda akan lebih mudah beradaptasi dan memperbaiki kondisi tidur. Hindari Penggunaan Rokok dan Alkohol Rokok dan alkohol adalah dua kebiasaan yang sebaiknya dihindari saat telah mencapai usia 40 tahun. Dua kebiasaan ini dapat membuat kita lebih rentan terhadap penyakit kronis, seperti penyakit jantung, penyakit paru-paru, dan kanker. Pada usia 40 tahun, kebiasaan buruk ini haruslah dihindari agar kesehatan tetap terjaga. Itulah beberapa kebiasaan sehat yang harus dilakukan setelah usia 40 tahun. Kebiasaan sehat yang dilakukan dengan rutin dapat menjaga kesehatan tubuh dan menghindarkan kita dari penyakit yang merugikan. Mulailah untuk merajut kebiasaan yang baik agar tubuh tetap sehat sampai usia tua nanti."
news-1106-human,1106,id_newspapers_2018,,manusia,manusia,benar,0.0004,"Pendiri sekligus CEO Xiaomi, Lei Jun, mendapat bonus dalam bentuk saham senilai 1,5 miliar dollar AS atau setara Rp 21 triliun. Hal ini diketahui dari bocoran d","Pendiri sekligus CEO Xiaomi, Lei Jun, mendapat bonus dalam bentuk saham senilai 1,5 miliar dollar AS atau setara Rp 21 triliun. Hal ini diketahui dari bocoran dokumen finansial perusahaan asal China tersebut. Xiaomi sendiri tak merespons informasi ini. Jika benar, Lei Jun bisa dibilang sebagai pejabat perusahaan dengan bonus paling besar sepanjang sejarah. Sebelumnya, pada Februari lalu, CEO Snapchat, Evan Spiegel meraup bonus 638 juta dollar AS (Rp 8,9 triliun). Angka itu sempat menarik perhatian karena nilainya yang sangat besar. Pada kasus Lei Jun, sumber dalam mengatakan bonus diberikan tanpa ada syarat dan ketentuan. Tak ada target khusus yang harus dicapai Lei Jun pasca menerima bonus tersebut. Di dalam dokumen, tertera bahwa bonus itu menjadi ""hadiah atas kontribusi Lei Jun selama ini,"" sebagaimana dikutip KompasTekno, Senin (25/6/2018), dari BusinessInsider Penyerahan bonus ini dilakukan menjelang penawaran saham perdana alias initial public offering (IPO) Xiaomi pada Juli mendatang di Hongkong, China. Setelah IPO, nilai saham Lei Jun diprediksi bisa meningkat ke angka 1,79 miliar dollar AS atau setara Rp 25 triliun. Secara keseluruhan, valuasi Xiaomi diprediksi mencapai 6 miliar dollar AS atau setara Rp 84 triliun."
news-1106-ai,1106,id_newspapers_2018,gpt-3.5-turbo,AI,AI,benar,0.9995,"CEO Xiaomi, Lei Jun, dilaporkan menerima bonus terbesar sepanjang sejarah perusahaannya. Dilaporkan bahwa bonus yang diterima oleh Jun mencapai USD 1,5 miliar a","CEO Xiaomi, Lei Jun, dilaporkan menerima bonus terbesar sepanjang sejarah perusahaannya. Dilaporkan bahwa bonus yang diterima oleh Jun mencapai USD 1,5 miliar atau sekitar Rp 21,7 triliun. Bonus tersebut dikabarkan diberikan oleh perusahaan Xiaomi sebagai penghargaan atas kinerja Jun di tahun 2020 yang diwarnai dengan banyak sekali keberhasilan. Lebih dari 10 model smartphone dengan berbagai macam spesifikasi dan fitur inovatif sukses diluncurkan oleh perusahaan China tersebut. Selain itu, Xiaomi juga berhasil mengambil alih posisi ketiga penjualan smartphone dunia, mengalahkan Apple, selama tiga bulan berturut-turut di tahun 2020. Lei Jun sendiri merupakan salah satu pendiri dari perusahaan Xiaomi yang didirikan pada tahun 2010. Ia sendiri merupakan seorang teknopreneur sukses dengan banyak pengalaman yang telah diakumulasinya sejak ia muda. Jun telah mencoba berbagai macam jenis usaha hingga akhirnya ia memutuskan untuk terjun di industri teknologi. Keberhasilan Jun dan perusahaannya, Xiaomi, tidak dapat dipungkiri. Perusahaan ini berhasil menciptakan banyak inovasi dalam berbagai sektor yang mencakup smartphone, IoT, AI, dan masih banyak lagi. Xiaomi sendiri diproyeksikan sebagai perusahaan yang memiliki potensi besar di masa depan. Dikabarkan bahwa bonus lei Jun yang besar ini disampaikan kepada CEO Xiaomi dalam beberapa tahap, dengan jumlah yang semakin besar pada masing-masing tahapan. Lei Jun sendiri diketahui akan menggunakan bonus tersebut untuk mengembangkan teknologi yang semakin inovatif dan mendorong Xiaomi menjadi lebih maju di masa depan. Namun, meskipun bonus yang diterima Jun sangat besar, ia tetap menjadi salah satu yang terendah dibandingkan dengan para CEO perusahaan teknologi lainnya di dunia. Hal ini dapat dikarenakan oleh sistem gaji yang berbeda di setiap perusahaan teknologi. Meskipun demikian, keberhasilan Jun dan perusahaannya tidak dapat dipungkiri. Xiaomi berhasil meraih laba bersih sebesar 10 miliar yuan atau sekitar Rp 22 triliun pada tahun 2020. Selain itu, Xiaomi juga menyatakan akan terus mengembangkan teknologi-teknologi inovatif yang dapat memudahkan kehidupan manusia di masa depan. Keberhasilan Xiaomi sendiri juga dapat membawa banyak manfaat bagi masyarakat Indonesia. Pasalnya, Xiaomi menjadi salah satu perusahaan teknologi yang cukup aktif di Indonesia, dan meluncurkan produk-produknya dengan harga yang terjangkau. Semoga dengan keberhasilan Xiaomi dan sosok Lei Jun ini, Indonesia dapat terus mengejar perkembangan inovasi teknologi dan menjadi lebih maju di masa depan."
news-1107-human,1107,id_newspapers_2018,,manusia,manusia,benar,0.0009,"Forum Rektor Indonesia (FRI) menyebutkan, perguruan tinggi Indonesia masih memiliki banyak kelemahan. Hal itu menyusul adanya pemeringkatan kampus oleh QS World","Forum Rektor Indonesia (FRI) menyebutkan, perguruan tinggi Indonesia masih memiliki banyak kelemahan. Hal itu menyusul adanya pemeringkatan kampus oleh QS World University Rangking 2018, dan perguruan Tinggi (PT) Indonesia masih belum menjadi PT terbaik di ASEAN. Anggota Dewan Pertimbangan FRI Prof Asep Saefudin menjelaskan, secara umum rangking QS itu diukur berdasarkan beberapa indikator. Pertama, reputasi akademik yang berdasarkan hasil survei yang mereka lakukan dengan responden masyarakat ilmiah di Asean. Lalu kedua, reputasi pekerja yang berdasarkan survei ke pengguna lulusan termasuk industri dan perusahaan swasta. Ketiga, rasio dosen dan mahasiswa. Keempat, jumlah sitasi artikel scopus per dosen. Kemudian, rasio dosen internasional. Dan keenam, rasion mahasiswa internasional. ""Indikator 1, 2, 5, dan 6 itu saling berkaitan. Dan keempat indikator itu kampus-kampus Indonesia sangat lemah dan itu sangat berkaitan dengan kebijakan pemerintah, birokrasi, sistem imigrasi dan finansial. Ini titik lemah kita semua. Sehingga untuk indikator-indikator tersebut kampus-kampus di Indonesia jelas jeblok,"" jelas Asep ketika dihubungi, Ahad (24/6). Baca juga: Tak Masuk 5 Besar ASEAN, Apa Upaya Memperbaiki Kampus di RI? Dengan kelemahan tersebut dari awal dia sudah memperkirakan, perguruan tinggi di Indonesia akan sulit meraih posisi lima besar terbaik di Asia Tenggara. Walaupun untuk proses pendidikan, ungkap dia, Indonesia sudah cukup baik. Adapun untuk indikator ketiga (rasio dosen dan mahasiswa) dan empat (jumlah sitasi artikel scopus per dosen), dia meyakini, nilai Indonesia sudah cukup baik. Bahkan mampu menyaingi kampus-kampus yang ada di Asia Tenggara. ""Tapi indikator tiga dan empat saya pikir tidak jadi penentu. Untuk peringkat itu didominasi oleh indikator 1, 2, 5 dan 6. Dalam hal ini, Kampus-kampus di Singapura dan Malaysia sudah lama sebagai kampus terbuka bagi mahasiswa dan dosen asing,"" kata dia. Karena itu menurut Asep, selama kebijakan imigrasi di Indonesia terhadap keterbukan dunia pendidikan masih seperti saat ini, maka jangan mimpi ada perguruan tinggi Indonesia duduk di peringkat lima besar. ""Bila ingin masuk rangking kelas dunia sistem imigrasi dan birokrasi perolehan visa student dan visa scientist harus diberi perlakuan khusus. Jangan dipersulit,"" tegas Asep. Baca juga: IPB Kembali Raih Peringkat TOP 100 Dunia Sebelumnya, Menurut QS World University Rangking 2018, National University of Singapore berada di peringkat pertama di Asia Tenggara. Lalu peringkat kedua masih dari Singapore yakni Nanyang Technological University (NTU). Sedangkan peringkat ketiga diraih oleh University of Malaya. Sedangkan Indonesia, yang diwakili Universitas Indonesia (UI) berada diurutan kesembilan. Lalu Institut Teknologi Bandung (ITB) peringatan ke-11 dan, Universitas Gadjah Mada mesti puas diperingkat ke-14 di Asia Tenggara."
