doc_id,source_id,source,label,n_words,preview_teks,sty__char_count,sty__word_count,sty__sentence_count,sty__avg_sentence_length,sty__avg_word_length,sty__unique_word_ratio,sty__comma_count,sty__semicolon_count,sty__question_mark_count,sty__exclamation_mark_count,sty__period_count,sty__colon_count,sty__punctuation_ratio,sty__uppercase_ratio,sty__digit_ratio,sty__special_char_count,sty__special_char_ratio,sty__function_word_ratio,perplexity
1610,808,id_newspapers_2018,0,176,"Ketua Komisi Pemilihan Umum (KPU) Arief Budiman menilai, statemen Susilo Bambang",1264.0,176.0,13.0,13.538462,5.793296,0.7206704,17.0,0.0,0.0,0.0,13.0,0.0,0.023734177,0.06329114,0.004746835,52.0,0.04113924,0.1452514,51.661983
1611,808,id_newspapers_2018,1,270,"Ketua Komisi Pemilihan Umum (KPU), Arief Budiman, memberikan tanggapan mengenai ",2020.0,270.0,17.0,15.882353,6.19708,0.5693431,18.0,0.0,0.0,0.0,17.0,0.0,0.017326733,0.05,0.008910891,53.0,0.026237624,0.229927,23.01058
1612,809,id_newspapers_2018,0,191,"Timnas U-23 berencana menggelar latihan di Bali, sebelum diturunkan dalam ajang ",1309.0,191.0,15.0,12.733334,5.4,0.575,11.0,0.0,1.0,0.0,13.0,2.0,0.019098548,0.056531705,0.029029794,39.0,0.029793736,0.125,68.82962
1613,809,id_newspapers_2018,1,327,Timnas U-23 Indonesia akan segera memulai persiapan menuju Asian Games yang akan,2298.0,327.0,20.0,16.35,5.6363635,0.4398827,13.0,0.0,0.0,0.0,19.0,0.0,0.013925152,0.03524804,0.022628373,50.0,0.02175805,0.26686218,14.221656
1614,810,id_newspapers_2018,0,184,Presiden Donald Trump mengatakan bahwa imigran ilegal yang masuk ke Amerika Seri,1345.0,184.0,12.0,15.333333,6.042781,0.7058824,12.0,0.0,0.0,1.0,11.0,1.0,0.017843867,0.021561338,0.0044609667,32.0,0.023791822,0.1764706,113.59449
1615,810,id_newspapers_2018,1,290,Presiden Amerika Serikat Donald Trump dalam keterangan yang diberikan kepada par,2154.0,290.0,14.0,20.714285,6.3448277,0.54137933,7.0,0.0,0.0,0.0,14.0,0.0,0.009749304,0.023212628,0.0046425257,25.0,0.011606314,0.25172412,27.622099
1616,811,id_newspapers_2018,0,184,Empat orang inspektur di Cina ditangkap karena terekam berjudi dan rekaman video,1312.0,184.0,9.0,20.444445,5.882353,0.7379679,13.0,0.0,0.0,0.0,9.0,0.0,0.016768293,0.046493903,0.009908536,29.0,0.022103658,0.19251336,191.99377
1617,811,id_newspapers_2018,1,274,Empat orang inspektur dari pemerintah Cina ditahan setelah terbukti berjudi di s,1980.0,274.0,21.0,13.047619,6.032491,0.6028881,10.0,0.0,0.0,0.0,21.0,0.0,0.015656566,0.01969697,0.0025252525,36.0,0.018181818,0.23465703,47.635933
1618,812,id_newspapers_2018,0,304,Timnas Spanyol akan bertanding melawan timnas Maroko dalam babak penyisihan Grup,1989.0,304.0,19.0,16.0,5.189873,0.51582277,9.0,0.0,0.0,0.0,18.0,1.0,0.013574661,0.054298643,0.03167421,46.0,0.0231272,0.18987341,59.447155
1619,812,id_newspapers_2018,1,247,"Hari ini, Selasa (26/6/2018) akan menjadi pertandingan terakhir grup B Piala Dun",1679.0,247.0,14.0,17.642857,5.531746,0.5436508,19.0,0.0,0.0,1.0,13.0,0.0,0.019654557,0.031566408,0.01786778,39.0,0.023228113,0.2579365,30.460651
1620,813,id_newspapers_2018,1,249,"Hari Moekti, seorang musisi yang dikenal akan karyanya pada era 80-an hingga 90-",1734.0,249.0,15.0,16.6,5.596899,0.5852713,8.0,0.0,0.0,0.0,15.0,1.0,0.013264129,0.027681662,0.008073818,42.0,0.024221454,0.19379845,26.039534
1621,814,id_newspapers_2018,0,303,Komisi Pemberantasan Korupsi (KPK) bereaksi atas anjuran Ketua Umum Gerindra Pra,2191.0,303.0,19.0,15.947369,6.0660067,0.6138614,19.0,0.0,0.0,0.0,18.0,1.0,0.016887266,0.025102694,0.0036513007,51.0,0.023277042,0.22442244,86.471016
1622,814,id_newspapers_2018,1,304,Calon presiden Prabowo Subianto mengundang kontroversi dalam sebuah video yang s,2223.0,304.0,18.0,16.88889,6.120521,0.53745925,16.0,0.0,0.0,0.0,18.0,0.0,0.015294647,0.025641026,0.0017993703,41.0,0.018443545,0.24429968,22.724419
1623,815,id_newspapers_2018,0,343,Pelaksana Tugas (Plt) Kepala Ombudsman Jakarta Dominikus Dalu enggan disebut ink,2508.0,343.0,21.0,16.333334,6.054598,0.54022986,13.0,0.0,0.0,0.0,21.0,0.0,0.013556619,0.050637957,0.0059808614,59.0,0.02352472,0.1724138,79.42382
1624,815,id_newspapers_2018,1,273,"Ombudsman RI membantah tidak komitmen terkait persoalan pengelolaan Tanah Abang,",2148.0,273.0,14.0,19.5,6.5857143,0.41785714,9.0,0.0,0.0,0.0,14.0,0.0,0.010707635,0.02886406,0.0,32.0,0.014897579,0.23214285,11.452828
1625,816,id_newspapers_2018,0,263,Kabar bohong penetapan formasi tenaga honorer untuk pengangkatan CPNS kembali be,1960.0,263.0,18.0,14.611111,5.9672728,0.6181818,17.0,0.0,0.0,0.0,17.0,2.0,0.01734694,0.057653062,0.008163265,57.0,0.029081633,0.19636364,115.37812
1626,816,id_newspapers_2018,1,331,Hoaks atau berita palsu merupakan isu penting yang terus diperbincangkan di teng,2494.0,331.0,27.0,12.259259,6.3104477,0.5671642,13.0,0.0,0.0,0.0,27.0,0.0,0.016038492,0.0244587,0.0,50.0,0.020048115,0.21791045,33.48735
1627,817,id_newspapers_2018,0,195,"Pasangan calon gubernur Sulawesi Selatan, Nurdin Halid -Aziz Qahhar Mudzakkar, m",1449.0,195.0,15.0,13.0,6.1319795,0.70050764,21.0,0.0,0.0,0.0,15.0,0.0,0.024844721,0.03726708,0.006901311,47.0,0.032436162,0.14213198,42.30058
1628,817,id_newspapers_2018,1,297,"Kandidat gubernur Sulawesi Selatan (Sulsel), Nurdin Halid, memperhatikan dengan ",2202.0,297.0,15.0,19.8,6.1081967,0.5180328,14.0,0.0,0.0,0.0,15.0,0.0,0.013169846,0.035876475,0.0031789283,43.0,0.019527702,0.23606557,17.30661
1629,818,id_newspapers_2018,0,778,Pernyataan Prabowo Subianto yang menyebut biaya pembangunan light rail transit (,5396.0,778.0,45.0,17.288889,5.550995,0.43034825,42.0,0.0,0.0,0.0,44.0,6.0,0.015937733,0.06690141,0.026686434,156.0,0.028910303,0.14179105,64.72051
1630,818,id_newspapers_2018,1,301,"Nilai investasi LRT Palembang yang mencapai Rp10,8 triliun menjadi salah satu be",2141.0,301.0,14.0,21.5,5.986799,0.6006601,12.0,0.0,0.0,0.0,14.0,0.0,0.012143858,0.03876693,0.009341429,27.0,0.012610929,0.21122113,29.267529
1631,819,id_newspapers_2018,0,212,"Pelatih timnas Inggris, Gareth Southgate, mengaku tidak terlalu suka dengan perf",1423.0,212.0,10.0,21.2,5.387097,0.58986175,16.0,0.0,0.0,0.0,9.0,0.0,0.017568517,0.06324666,0.026001405,43.0,0.030217849,0.12903225,93.16476
1632,819,id_newspapers_2018,1,286,Para pemain dan pelatih timnas Inggris sepertinya sedang mengalami masa-masa sul,2112.0,286.0,17.0,16.82353,6.09215,0.54948807,13.0,0.0,0.0,0.0,16.0,0.0,0.013731061,0.018939395,0.006628788,42.0,0.019886363,0.22866894,33.059425
1633,820,id_newspapers_2018,0,634,"Dua tim yang sudah pasti tersingkir dari Piala Dunia 2018 Arab Saudi dan Mesir, ",4175.0,634.0,45.0,14.088889,5.3612404,0.4155039,12.0,0.0,0.0,0.0,45.0,0.0,0.013652694,0.04958084,0.010538922,84.0,0.02011976,0.16744186,117.55939
1634,820,id_newspapers_2018,1,473,Tim sepak bola Arab Saudi dan Mesir akan bertemu dalam pertandingan terakhir di ,3199.0,473.0,24.0,19.708334,5.5290456,0.39626557,27.0,0.0,0.0,0.0,24.0,0.0,0.015942482,0.03626133,0.0128165055,62.0,0.019381057,0.23651452,27.28261
1635,821,id_newspapers_2018,0,287,Gerilyawan Yaman Al-Houthi mengaku telah menembakkan beberapa rudal balistik ke ,2136.0,287.0,17.0,16.882353,6.108108,0.5472973,10.0,0.0,0.0,0.0,17.0,0.0,0.012640449,0.03979401,0.0046816478,42.0,0.019662922,0.16554055,62.184868
1636,821,id_newspapers_2018,1,333,"Gerakan Houthi di Yaman dikabarkan telah meluncurkan rudal ke ibu kota Saudi, Ri",2449.0,333.0,15.0,22.2,6.1721067,0.5667656,14.0,0.0,0.0,0.0,15.0,0.0,0.011841568,0.020008167,0.0016333198,37.0,0.015108207,0.22255193,19.83858
1637,822,id_newspapers_2018,0,40,Relawan di Piala Dunia 2018 punya peran penting dalam pesta sepakbola terbesar s,274.0,40.0,4.0,10.0,5.75,0.9,2.0,0.0,0.0,0.0,3.0,0.0,0.018248174,0.025547445,0.01459854,5.0,0.018248174,0.175,365.96487
1638,822,id_newspapers_2018,1,414,Ajang Piala Dunia memang menjadi magnet bagi banyak orang untuk datang dan menya,2937.0,414.0,25.0,16.56,5.8696685,0.43838862,12.0,0.0,0.0,0.0,25.0,0.0,0.012597889,0.018386109,0.002723868,47.0,0.016002724,0.2843602,19.595497
1639,823,id_newspapers_2018,0,229,Asih Sukarsih (32) tewas usai melompat dari angkot 30A rute Tanjung Priok-Kelapa,1661.0,229.0,17.0,13.470589,5.8008475,0.6398305,16.0,0.0,0.0,0.0,16.0,2.0,0.019265503,0.04575557,0.014449127,64.0,0.038531005,0.16949153,149.38124
1640,823,id_newspapers_2018,1,346,"Belum lama ini, terjadi kejadian yang cukup mengejutkan. Seorang wanita melompat",2532.0,346.0,26.0,13.307693,6.071225,0.53846157,14.0,0.0,0.0,0.0,26.0,0.0,0.015797788,0.017772513,0.0051342812,56.0,0.022116903,0.22507122,25.840872
1641,824,id_newspapers_2018,0,159,"Putra semata wayangnya makin besar, artis 1990-an, Karina Suwandi belum terpikir",1097.0,159.0,15.0,10.6,5.386503,0.73006135,17.0,1.0,0.0,0.0,15.0,0.0,0.030082041,0.028258888,0.0054694624,61.0,0.055606198,0.116564415,259.67703
1642,824,id_newspapers_2018,1,281,"Karina Suwandi, artis cantik Indonesia, mengumumkan bahwa ia akan berhenti menam",2029.0,281.0,17.0,16.529411,5.8958335,0.53125,25.0,0.0,0.0,0.0,17.0,0.0,0.020699851,0.019221291,0.0044356827,51.0,0.025135534,0.25694445,24.342459
1643,825,id_newspapers_2018,0,48,Jepang dan Senegal masih belum mampu memastikan tempat di babak 16 besar Piala D,322.0,48.0,5.0,9.6,5.5102043,0.81632656,0.0,0.0,0.0,0.0,4.0,0.0,0.0124223605,0.03416149,0.03416149,5.0,0.015527951,0.10204082,222.91983
1644,825,id_newspapers_2018,1,329,Pertandingan antara Jepang dan Senegal di ajang Piala Dunia 2018 yang berlangsun,2339.0,329.0,24.0,13.708333,5.7699113,0.50442475,21.0,0.0,0.0,0.0,24.0,0.0,0.019238992,0.026507054,0.009405729,55.0,0.023514323,0.19764012,27.843494
1645,826,id_newspapers_2018,0,253,Tuan rumah Rusia dan Uruguay akan berhadapan dalam pertandingan terakhir Grup A ,1548.0,253.0,14.0,18.071428,4.5645757,0.51660514,13.0,0.0,0.0,0.0,13.0,12.0,0.016795866,0.06136951,0.044573642,59.0,0.038113695,0.15129152,84.44452
1646,826,id_newspapers_2018,1,346,Piala Dunia 2018 telah memasuki babak grup terakhir pada Senin ini. Salah satu p,2478.0,346.0,31.0,11.16129,5.8338027,0.5408451,22.0,0.0,1.0,1.0,29.0,0.0,0.021388216,0.034301855,0.011299435,62.0,0.025020178,0.2056338,27.505774
1647,827,id_newspapers_2018,0,176,Timnas Inggris meraih kemenangan besar 6-1 saat menghadapi Panama di matchday ke,1248.0,176.0,14.0,12.571428,5.3703704,0.71428573,15.0,0.0,0.0,0.0,13.0,1.0,0.022435898,0.058493588,0.024038462,58.0,0.04647436,0.14814815,79.8946
1648,827,id_newspapers_2018,1,311,Inggris siap memulai perjuangannya pada ajang Euro 2020 dengan memasang Ruben Lo,2209.0,311.0,19.0,16.368422,5.851735,0.5205047,17.0,0.0,0.0,0.0,19.0,0.0,0.016296968,0.023992756,0.0072430964,44.0,0.019918514,0.21766561,27.786436
1649,828,id_newspapers_2018,0,521,Nilai tukar rupiah masih bergejolak di dua hari pasca libur panjang lebaran. Pad,3636.0,521.0,31.0,16.806452,5.7102275,0.55492425,33.0,0.0,0.0,0.0,30.0,0.0,0.017326733,0.03520352,0.012376238,101.0,0.027777778,0.13257575,130.0881
1650,828,id_newspapers_2018,1,442,Bank Indonesia (BI) tengah mempertimbangkan untuk kembali menaikkan suku bunga a,3301.0,442.0,21.0,21.047619,6.2982063,0.46636772,20.0,0.0,1.0,0.0,20.0,0.0,0.012420478,0.022114512,0.004847016,51.0,0.015449864,0.23318386,31.53611
1651,829,id_newspapers_2018,0,411,"Hubungan indah dan bahagia tentunya menjadi idaman setiap pasangan. Akan tetapi,",2971.0,411.0,35.0,11.742857,6.024213,0.50605327,26.0,0.0,2.0,0.0,32.0,3.0,0.02019522,0.035678223,0.001682935,73.0,0.02457085,0.2590799,173.9972
1652,829,id_newspapers_2018,1,323,"Setiap hubungan pasti memiliki tantangan masing-masing. Terkadang, tantangan ter",2335.0,323.0,25.0,12.92,6.0092025,0.5184049,26.0,0.0,0.0,0.0,25.0,0.0,0.021841541,0.021413276,0.001713062,54.0,0.023126338,0.2638037,43.11163
1653,830,id_newspapers_2018,0,550,"Pemahaman tentang bentuk, ukuran, dan tempat akan membantu si kecil mengembangka",4003.0,550.0,34.0,16.17647,6.032491,0.5,50.0,0.0,3.0,0.0,31.0,1.0,0.020984262,0.022982763,0.00024981264,112.0,0.027979016,0.2202166,168.14467
1654,830,id_newspapers_2018,1,279,Konsep matematika terkadang dianggap sulit dan rumit oleh sebagian besar anak. N,2216.0,279.0,27.0,10.333333,6.5,0.45172414,14.0,0.0,0.0,0.0,27.0,1.0,0.018501805,0.012635379,0.0022563178,53.0,0.023916967,0.22068965,22.563934
1655,831,id_newspapers_2018,0,673,"Ketika dalam masa liburan seperti ini, apalagi anda sedang berada di kampung hal",4639.0,673.0,43.0,15.651163,5.6491227,0.46783626,29.0,2.0,10.0,2.0,31.0,1.0,0.015951714,0.020047424,0.0002155637,103.0,0.022203062,0.1871345,241.99432
1656,831,id_newspapers_2018,1,301,"Libur panjang sudah berakhir. Selamat kembali ke rutinitas keseharian, termasuk ",2222.0,301.0,27.0,11.148149,6.1546054,0.55921054,20.0,0.0,1.0,0.0,25.0,0.0,0.02070207,0.01170117,0.0,51.0,0.022952296,0.20394737,50.731586
1657,832,id_newspapers_2018,0,214,"Bogor -Tetangga terduga teroris AAW, 31 tahun, yang tewas ditembak Detasemen Khu",1487.0,214.0,11.0,19.454546,5.744186,0.5860465,21.0,0.0,0.0,0.0,11.0,0.0,0.021519838,0.034969736,0.0067249495,39.0,0.026227303,0.18139535,68.48273
1658,832,id_newspapers_2018,1,295,Terduga teroris tewas ditembak Densus 88 di beberapa wilayah di Indonesia. Aksi ,2256.0,295.0,18.0,16.38889,6.466443,0.54697984,14.0,0.0,0.0,0.0,18.0,0.0,0.014184397,0.010638298,0.0035460992,35.0,0.015514185,0.23154363,30.661812
1659,833,id_newspapers_2018,0,93,"Badan Meteorologi, Klimatologi dan Geofisika (BMKG) RI menginformasikan sejumlah",680.0,93.0,7.0,13.285714,5.6804123,0.46391752,20.0,0.0,0.0,0.0,7.0,0.0,0.039705884,0.060294118,0.020588236,37.0,0.054411765,0.21649484,10.80807
1660,833,id_newspapers_2018,1,277,Wilayah Jabodetabek diprediksi akan diguyur hujan hari ini. Hal ini mengingatkan,2067.0,277.0,19.0,14.578947,6.241993,0.6049822,12.0,0.0,0.0,0.0,19.0,0.0,0.014997581,0.016932752,0.0,37.0,0.017900338,0.2669039,23.291233
1661,834,id_newspapers_2018,0,121,Sebuah truk terguling di tol Lingkar Luar Jakarta atau Jakarta Outer Ring Road (,828.0,121.0,13.0,9.307693,5.3095236,0.6825397,9.0,0.0,0.0,0.0,12.0,2.0,0.025362318,0.060386475,0.02294686,39.0,0.04710145,0.103174604,112.60971
1662,834,id_newspapers_2018,1,254,Sebuah kecelakaan lalu lintas terjadi di Jalan Tol JORR arah Lebak Bulus pada Se,1801.0,254.0,17.0,14.941176,5.891473,0.5155039,3.0,0.0,0.0,0.0,17.0,0.0,0.011104941,0.014991671,0.0044419765,28.0,0.015546918,0.23255815,21.200302
1663,835,id_newspapers_2018,0,535,Dirjen Perhubungan Udara Agus Santoso memuji kesigapan stakeholder penerbangan d,3903.0,535.0,34.0,15.735294,6.0165443,0.52205884,34.0,0.0,0.0,0.0,34.0,1.0,0.017422495,0.053548552,0.009992314,96.0,0.024596464,0.16911764,103.16994
1664,835,id_newspapers_2018,1,338,Arus balik lebaran selalu menjadi momok yang menakutkan bagi para pemudik. Kemba,2503.0,338.0,21.0,16.095238,6.2076025,0.5263158,18.0,0.0,0.0,0.0,21.0,0.0,0.015581302,0.013583699,0.0023971235,43.0,0.017179385,0.23976608,28.367758
1665,836,id_newspapers_2018,0,204,"Pelatih timnas Panama, Hernan Dario Gomez, memuji penampilan luar biasa timnas I",1398.0,204.0,14.0,14.571428,5.488038,0.6267943,17.0,0.0,0.0,0.0,13.0,0.0,0.021459227,0.05937053,0.020028612,48.0,0.034334764,0.114832535,137.62767
1666,836,id_newspapers_2018,1,277,"Pelatih timnas Panama, Hernan Gomez, mengaku puas dengan penampilan timnas Inggr",1961.0,277.0,17.0,16.294117,5.85,0.5642857,17.0,0.0,0.0,0.0,17.0,0.0,0.017338093,0.02600714,0.007139215,47.0,0.023967363,0.18571429,33.599297
1667,837,id_newspapers_2018,0,317,Sekretaris Jenderal Komite Independen Pemantau Pemilu Kaka Suminta mengatakan le,2292.0,317.0,19.0,16.68421,5.898148,0.6018519,25.0,0.0,0.0,0.0,18.0,3.0,0.018760908,0.048429318,0.007417103,65.0,0.028359512,0.16049382,103.657364
1668,837,id_newspapers_2018,1,307,Komisi Independen Pemilihan (KIPP) secara tidak sengaja menemukan surat suara ya,2237.0,307.0,15.0,20.466667,6.096774,0.57741934,13.0,0.0,0.0,0.0,15.0,0.0,0.012516763,0.02592758,0.0075994637,41.0,0.018328117,0.2451613,42.699528
1669,838,id_newspapers_2018,0,372,Realisasi arus penumpang untuk pelabuhan yang dikelola PT Pelabuhan Indonesia (P,2698.0,372.0,28.0,13.285714,5.641604,0.48370928,19.0,0.0,0.0,0.0,28.0,0.0,0.01742031,0.051149,0.03521127,76.0,0.028169014,0.16290727,64.65004
1670,838,id_newspapers_2018,1,415,Pelabuhan adalah salah satu destinasi tujuan favorit masyarakat saat menjelang l,3084.0,415.0,25.0,16.6,6.300481,0.5432692,20.0,0.0,0.0,0.0,25.0,0.0,0.01459144,0.017185474,0.0029182879,49.0,0.015888456,0.20192307,37.258366
1671,839,id_newspapers_2018,0,198,Keberadaan anak-anak punk kerap meresahkan masyarakat. Termasuk yang kerap berke,1435.0,198.0,14.0,14.142858,5.8341465,0.6439024,11.0,0.0,0.0,0.0,13.0,1.0,0.01672474,0.05574913,0.013937282,42.0,0.029268293,0.13658537,117.73097
1672,839,id_newspapers_2018,1,331,"Pemandangan di wilayah Taman Sari, Jakarta Barat belakangan ini semakin membuat ",2460.0,331.0,18.0,18.38889,6.0408163,0.57434404,20.0,0.0,0.0,0.0,18.0,0.0,0.015447155,0.014227643,0.0008130081,58.0,0.023577236,0.18950437,29.641832
1673,840,id_newspapers_2018,0,412,Gerindra mempersoalkan eks pengurus kelompok pendukung Jokowi yang jadi komision,2986.0,412.0,28.0,14.714286,5.949761,0.54066986,24.0,0.0,0.0,0.0,27.0,2.0,0.017079705,0.0616209,0.0077026123,88.0,0.029470865,0.1770335,115.65363
1674,840,id_newspapers_2018,1,326,"Pemilihan umum (Pemilu) 2019 baru saja berlangsung, namun beberapa kontroversi m",2535.0,326.0,22.0,14.818182,6.525836,0.443769,18.0,0.0,0.0,0.0,22.0,0.0,0.015779093,0.054043394,0.0027613412,63.0,0.024852071,0.22492401,30.567225
1675,841,id_newspapers_2018,0,48,Skor telak 6-1 Inggris atas Panama adalah rekor baru kemenangan The Three Lions ,290.0,48.0,5.0,9.6,4.74,0.82,0.0,0.0,0.0,1.0,3.0,0.0,0.013793103,0.062068965,0.031034483,6.0,0.020689655,0.16,687.55914
1676,841,id_newspapers_2018,1,317,Tim nasional (Timnas) Inggris berhasil meraih kemenangan telak 6-1 atas Timnas P,2216.0,317.0,16.0,19.8125,5.5783134,0.5391566,11.0,0.0,0.0,0.0,16.0,0.0,0.012184115,0.035198554,0.017599277,48.0,0.02166065,0.19578314,33.949406
1677,842,id_newspapers_2018,0,349,"Kapten tim nasional Inggris, Harry Kane menjadi pemuncak daftar top scorer atau ",2232.0,349.0,21.0,16.619047,5.124294,0.48870057,21.0,0.0,0.0,0.0,20.0,2.0,0.018369175,0.08198924,0.029569892,70.0,0.03136201,0.10451978,64.348206
1678,842,id_newspapers_2018,1,383,Piala Dunia merupakan ajang sepak bola yang paling ditunggu-tunggu oleh penggema,2590.0,383.0,20.0,19.15,5.6155844,0.45714286,22.0,0.0,0.0,0.0,20.0,0.0,0.016216217,0.02934363,0.016216217,46.0,0.017760618,0.1974026,20.838074
1679,843,id_newspapers_2018,0,708,"Kulit kepala kering bisa menyebabkan serangkaian masalah seperti gatal, ketombe,",5117.0,708.0,58.0,12.206897,6.0603085,0.39130434,26.0,0.0,0.0,0.0,58.0,0.0,0.016415868,0.012311902,0.005276529,89.0,0.017393004,0.20056102,55.752308
1680,843,id_newspapers_2018,1,439,Masalah kulit kepala kering memang sering dialami oleh banyak orang. Kondisi ter,2994.0,439.0,34.0,12.911765,5.509978,0.3924612,24.0,0.0,0.0,0.0,34.0,1.0,0.019372078,0.016032064,0.0076820306,71.0,0.023714095,0.22394678,24.513285
1681,844,id_newspapers_2018,0,275,"Ketua Komisi Pemilihan Umum (KPU) Arief Budiman menyatakan, persiapan Pilkada su",1973.0,275.0,28.0,9.821428,5.573883,0.5635739,27.0,0.0,1.0,0.0,27.0,0.0,0.02787633,0.042067915,0.039026864,77.0,0.039026864,0.185567,49.286182
1682,844,id_newspapers_2018,1,257,Komisi Pemilihan Umum (KPU) dalam sebuah konferensi pers pada Senin (4/12) menga,1909.0,257.0,12.0,21.416666,6.2007723,0.63320464,25.0,0.0,0.0,0.0,12.0,0.0,0.019381875,0.033001572,0.01047669,47.0,0.02462022,0.21621622,27.762657
1683,845,id_newspapers_2018,0,638,Tak ada raungan gitar saat Hari Moekti berdiri di panggung besar di Stadion Gelo,4534.0,638.0,48.0,13.291667,5.8284388,0.5857805,46.0,0.0,0.0,0.0,52.0,0.0,0.021614468,0.042787824,0.005293339,126.0,0.02779003,0.16228747,81.65321
1684,845,id_newspapers_2018,1,423,"Jalan Sunyi Hari Moekti, atau yang dikenal dengan Roker, adalah nama yang mungki",3123.0,423.0,24.0,17.625,6.198598,0.45794392,19.0,0.0,0.0,0.0,24.0,0.0,0.013768812,0.019212296,0.0025616395,48.0,0.015369836,0.28504673,15.298078
1685,846,id_newspapers_2018,0,303,Masa kampanye Pemilihan Gubernur (Pilgub) Jawa Barat 2018 telah berakhir. Para p,2124.0,303.0,16.0,18.9375,5.8039217,0.5816994,11.0,0.0,0.0,0.0,16.0,0.0,0.012711864,0.029661017,0.009887005,46.0,0.02165725,0.20588236,56.647648
1686,846,id_newspapers_2018,1,319,Pemilihan Gubernur Jawa Barat (Pilgub Jabar) menjadi salah satu momen penting di,2304.0,319.0,17.0,18.764706,6.0341616,0.42546585,17.0,0.0,0.0,0.0,17.0,0.0,0.014756944,0.036458332,0.0017361111,43.0,0.018663194,0.23913044,11.51184
1687,847,id_newspapers_2018,0,252,"SpaceX akhirnya mendapat kontrak berikutnya untuk roket terkuat didunia, Falcon ",1869.0,252.0,14.0,18.0,6.0884614,0.61538464,10.0,0.0,0.0,0.0,14.0,0.0,0.0128410915,0.051364366,0.012306046,35.0,0.018726591,0.17692308,106.32471
1688,847,id_newspapers_2018,1,326,"Perusahaan roket milik Elon Musk, SpaceX baru saja memenangkan kontrak penting d",2409.0,326.0,17.0,19.17647,6.246951,0.50914633,10.0,0.0,0.0,0.0,17.0,0.0,0.01120797,0.03985056,0.00456621,35.0,0.01452885,0.21036585,26.576868
1689,848,id_newspapers_2018,0,150,"Sejumlah sampah mengotori pesisir Pantai Marunda, Cilincing, hingga menutupi aks",1086.0,150.0,10.0,15.0,5.894737,0.69078946,17.0,0.0,0.0,0.0,10.0,0.0,0.024861878,0.037753224,0.008287293,41.0,0.037753224,0.1513158,57.350796
1690,848,id_newspapers_2018,1,288,Masalah sampah yang belum selesai di Jakarta kembali menjadi sorotan publik. Kal,2080.0,288.0,19.0,15.157895,6.0622835,0.5294118,15.0,0.0,0.0,0.0,19.0,0.0,0.016346155,0.022115385,0.00096153846,41.0,0.01971154,0.21453287,23.567795
1691,849,id_newspapers_2018,0,253,Wakil Ketua DPR Fahri Hamzah mengatakan tudingan Ketua Umum Partai Demokrat Susi,1805.0,253.0,15.0,16.866667,5.8588233,0.62352943,26.0,0.0,0.0,0.0,14.0,5.0,0.022160664,0.07700831,0.009972299,59.0,0.032686982,0.14901961,69.241165
1692,849,id_newspapers_2018,1,329,"Wakil Ketua Dewan Perwakilan Rakyat (DPR), Fahri Hamzah, mengeluarkan pernyataan",2397.0,329.0,13.0,25.307692,6.126506,0.5060241,11.0,0.0,0.0,0.0,13.0,0.0,0.010012516,0.029620359,0.002503129,35.0,0.014601585,0.27108434,22.610624
1693,850,id_newspapers_2018,0,425,1. Sudirman Said Gadaikan Rumah untuk Biayai Saksi Pilkada Ketua Umum Partai Ger,3003.0,425.0,28.0,15.178572,5.751152,0.65207374,24.0,0.0,2.0,0.0,26.0,0.0,0.017316017,0.07892108,0.010989011,83.0,0.027639028,0.14516129,126.19315
1694,850,id_newspapers_2018,1,301,Beberapa berita populer menghiasi pemberitaan Indonesia pada pekan ini. Di antar,2201.0,301.0,18.0,16.722221,6.1650167,0.5478548,13.0,0.0,0.0,0.0,18.0,0.0,0.014084507,0.032712404,0.0,33.0,0.014993185,0.20462047,33.507893
1695,851,id_newspapers_2018,0,354,Scan sonar has detected objects in two locations at a depth of 490 meters in Lak,2060.0,354.0,23.0,15.391304,4.6396646,0.51675975,14.0,0.0,0.0,0.0,23.0,0.0,0.017961165,0.041262135,0.017961165,46.0,0.022330098,0.0,89.8248
1696,851,id_newspapers_2018,1,352,"Scan sonar yang telah dilakukan oleh tim penjelajah dari AS dan Indonesia, menem",2540.0,352.0,19.0,18.526316,6.0028167,0.50985914,24.0,0.0,0.0,0.0,19.0,0.0,0.016929135,0.03425197,0.0043307086,58.0,0.022834646,0.25070423,22.451014
1697,852,id_newspapers_2018,0,147,"Ratusan rumah bedeng dilalap si jago merah di Gang Setia, Jalan Manunggal, Kedoy",1015.0,147.0,10.0,14.7,5.3636365,0.6818182,19.0,0.0,0.0,0.0,11.0,0.0,0.02955665,0.056157634,0.014778325,43.0,0.04236453,0.12987013,98.960884
1698,852,id_newspapers_2018,1,350,"Sebanyak 102 korban kebakaran di kawasan Kedoya, Jakarta Barat, terpaksa harus m",2547.0,350.0,20.0,17.5,5.9364643,0.5524862,10.0,0.0,0.0,0.0,20.0,0.0,0.011778563,0.024734983,0.014919513,49.0,0.01923832,0.20718232,20.99913
1699,853,id_newspapers_2018,0,225,Sebanyak 7 orang delegasi Indonesia berangkat ke Irak untuk mengikuti konferensi,1694.0,225.0,13.0,17.307692,6.147826,0.7304348,18.0,0.0,0.0,0.0,13.0,0.0,0.018299881,0.047815822,0.005312869,56.0,0.03305785,0.19130434,61.523552
